Electoral District,Maori,Year,Party,Percent,Ratio
North Shore,FALSE,2005,ALLIANCE,0.03,0.428571429
Northcote,FALSE,2005,ALLIANCE,0.03,0.428571429
Northland,FALSE,2005,ALLIANCE,0.09,1.285714286
Ohariu-Belmont,FALSE,2005,ALLIANCE,0.04,0.571428571
Otago,FALSE,2005,ALLIANCE,0.07,1
Otaki,FALSE,2005,ALLIANCE,0.2,2.857142857
Pakuranga,FALSE,2005,ALLIANCE,0.04,0.571428571
Palmerston North,FALSE,2005,ALLIANCE,0.04,0.571428571
Piako,FALSE,2005,ALLIANCE,0.04,0.571428571
Port Waikato,FALSE,2005,ALLIANCE,0.02,0.285714286
Rakaia,FALSE,2005,ALLIANCE,0.09,1.285714286
Rangitikei,FALSE,2005,ALLIANCE,0.07,1
Rimutaka,FALSE,2005,ALLIANCE,0.08,1.142857143
Rodney,FALSE,2005,ALLIANCE,0.05,0.714285714
Rongotai,FALSE,2005,ALLIANCE,0.08,1.142857143
Rotorua,FALSE,2005,ALLIANCE,0.06,0.857142857
Tamaki,FALSE,2005,ALLIANCE,0.02,0.285714286
Taranaki-King Country,FALSE,2005,ALLIANCE,0.05,0.714285714
Taupo,FALSE,2005,ALLIANCE,0.05,0.714285714
Tauranga,FALSE,2005,ALLIANCE,0.02,0.285714286
Te Atatu,FALSE,2005,ALLIANCE,0.08,1.142857143
Tukituki,FALSE,2005,ALLIANCE,0.06,0.857142857
Waimakariri,FALSE,2005,ALLIANCE,0.05,0.714285714
Wairarapa,FALSE,2005,ALLIANCE,0.09,1.285714286
Waitakere,FALSE,2005,ALLIANCE,0.11,1.571428571
Wellington Central,FALSE,2005,ALLIANCE,0.08,1.142857143
West Coast-Tasman,FALSE,2005,ALLIANCE,0.06,0.857142857
Whanganui,FALSE,2005,ALLIANCE,0.1,1.428571429
Whangarei,FALSE,2005,ALLIANCE,0.05,0.714285714
Wigram,FALSE,2005,ALLIANCE,0.16,2.285714286
Hauraki-Waikato,TRUE,2008,ALLIANCE,0.01,0.125
Ikaroa-Rawhiti,TRUE,2008,ALLIANCE,0.02,0.25
Tamaki Makaurau,TRUE,2008,ALLIANCE,0.02,0.25
Te Tai Hauauru,TRUE,2008,ALLIANCE,0.02,0.25
Te Tai Tokerau,TRUE,2008,ALLIANCE,0.02,0.25
Te Tai Tonga,TRUE,2008,ALLIANCE,0.07,0.875
Waiariki,TRUE,2008,ALLIANCE,0.03,0.375
Auckland Central,FALSE,2008,ALLIANCE,0.03,0.375
Bay of Plenty,FALSE,2008,ALLIANCE,0.06,0.75
Botany,FALSE,2008,ALLIANCE,0.03,0.375
Christchurch Central,FALSE,2008,ALLIANCE,0.12,1.5
Christchurch East,FALSE,2008,ALLIANCE,0.18,2.25
Clutha-Southland,FALSE,2008,ALLIANCE,0.19,2.375
Coromandel,FALSE,2008,ALLIANCE,0.08,1
Dunedin North,FALSE,2008,ALLIANCE,0.32,4
Dunedin South,FALSE,2008,ALLIANCE,0.19,2.375
East Coast,FALSE,2008,ALLIANCE,0.06,0.75
East Coast Bays,FALSE,2008,ALLIANCE,0.04,0.5
Epsom,FALSE,2008,ALLIANCE,0.03,0.375
Hamilton East,FALSE,2008,ALLIANCE,0.05,0.625
Hamilton West,FALSE,2008,ALLIANCE,0.04,0.5
Helensville,FALSE,2008,ALLIANCE,0.05,0.625
Hunua,FALSE,2008,ALLIANCE,0.05,0.625
Hutt South,FALSE,2008,ALLIANCE,0.13,1.625
Ilam,FALSE,2008,ALLIANCE,0.09,1.125
Invercargill,FALSE,2008,ALLIANCE,0.15,1.875
Kaikoura,FALSE,2008,ALLIANCE,0.06,0.75
Mana,FALSE,2008,ALLIANCE,0.05,0.625
Mangere,FALSE,2008,ALLIANCE,0.02,0.25
Manukau East,FALSE,2008,ALLIANCE,0.03,0.375
Manurewa,FALSE,2008,ALLIANCE,0.02,0.25
Maungakiekie,FALSE,2008,ALLIANCE,0.05,0.625
Mt Albert,FALSE,2008,ALLIANCE,0.05,0.625
Mt Roskill,FALSE,2008,ALLIANCE,0.07,0.875
Napier,FALSE,2008,ALLIANCE,0.13,1.625
Nelson,FALSE,2008,ALLIANCE,0.12,1.5
New Lynn,FALSE,2008,ALLIANCE,0.07,0.875
New Plymouth,FALSE,2008,ALLIANCE,0.09,1.125
North Shore,FALSE,2008,ALLIANCE,0.06,0.75
Northcote,FALSE,2008,ALLIANCE,0.02,0.25
Northland,FALSE,2008,ALLIANCE,0.08,1
Ohariu,FALSE,2008,ALLIANCE,0.14,1.75
Otaki,FALSE,2008,ALLIANCE,0.07,0.875
Pakuranga,FALSE,2008,ALLIANCE,0.04,0.5
Palmerston North,FALSE,2008,ALLIANCE,0.05,0.625
Papakura,FALSE,2008,ALLIANCE,0.06,0.75
Port Hills,FALSE,2008,ALLIANCE,0.14,1.75
Rangitata,FALSE,2008,ALLIANCE,0.11,1.375
Rangitikei,FALSE,2008,ALLIANCE,0.1,1.25
Rimutaka,FALSE,2008,ALLIANCE,0.08,1
Rodney,FALSE,2008,ALLIANCE,0.06,0.75
Rongotai,FALSE,2008,ALLIANCE,0.1,1.25
Rotorua,FALSE,2008,ALLIANCE,0.1,1.25
Selwyn,FALSE,2008,ALLIANCE,0.05,0.625
Tamaki,FALSE,2008,ALLIANCE,0.02,0.25
Taranaki-King Country,FALSE,2008,ALLIANCE,0.09,1.125
Taupo,FALSE,2008,ALLIANCE,0.06,0.75
Tauranga,FALSE,2008,ALLIANCE,0.04,0.5
Te Atatu,FALSE,2008,ALLIANCE,0.09,1.125
Tukituki,FALSE,2008,ALLIANCE,0.09,1.125
Waikato,FALSE,2008,ALLIANCE,0.08,1
Waimakariri,FALSE,2008,ALLIANCE,0.11,1.375
Wairarapa,FALSE,2008,ALLIANCE,0.13,1.625
Waitakere,FALSE,2008,ALLIANCE,0.13,1.625
Waitaki,FALSE,2008,ALLIANCE,0.13,1.625
Wellington Central,FALSE,2008,ALLIANCE,0.05,0.625
West Coast-Tasman,FALSE,2008,ALLIANCE,0.08,1
Whanganui,FALSE,2008,ALLIANCE,0.08,1
Whangarei,FALSE,2008,ALLIANCE,0.05,0.625
Wigram,FALSE,2008,ALLIANCE,0.19,2.375
Hauraki-Waikato,TRUE,2011,ALLIANCE,0.01,0.2
Ikaroa-Rawhiti,TRUE,2011,ALLIANCE,0.01,0.2
Tamaki Makaurau,TRUE,2011,ALLIANCE,0.01,0.2
Te Tai Hauauru,TRUE,2011,ALLIANCE,0.01,0.2
Te Tai Tokerau,TRUE,2011,ALLIANCE,0.03,0.6
Te Tai Tonga,TRUE,2011,ALLIANCE,0.04,0.8
Waiariki,TRUE,2011,ALLIANCE,0.01,0.2
Auckland Central,FALSE,2011,ALLIANCE,0.03,0.6
Bay of Plenty,FALSE,2011,ALLIANCE,0.02,0.4
Botany,FALSE,2011,ALLIANCE,0.03,0.6
Christchurch Central,FALSE,2011,ALLIANCE,0.09,1.8
Christchurch East,FALSE,2011,ALLIANCE,0.1,2
Clutha-Southland,FALSE,2011,ALLIANCE,0.05,1
Coromandel,FALSE,2011,ALLIANCE,0.01,0.2
Dunedin North,FALSE,2011,ALLIANCE,0.17,3.4
Dunedin South,FALSE,2011,ALLIANCE,0.16,3.2
East Coast,FALSE,2011,ALLIANCE,0.03,0.6
East Coast Bays,FALSE,2011,ALLIANCE,0.04,0.8
Epsom,FALSE,2011,ALLIANCE,0.03,0.6
Hamilton East,FALSE,2011,ALLIANCE,0.02,0.4
Hamilton West,FALSE,2011,ALLIANCE,0.03,0.6
Helensville,FALSE,2011,ALLIANCE,0.01,0.2
Hunua,FALSE,2011,ALLIANCE,0.01,0.2
Hutt South,FALSE,2011,ALLIANCE,0.05,1
Ilam,FALSE,2011,ALLIANCE,0.05,1
Invercargill,FALSE,2011,ALLIANCE,0.11,2.2
Kaikoura,FALSE,2011,ALLIANCE,0.06,1.2
Mana,FALSE,2011,ALLIANCE,0.05,1
Mangere,FALSE,2011,ALLIANCE,0.06,1.2
Manukau East,FALSE,2011,ALLIANCE,0.03,0.6
Manurewa,FALSE,2011,ALLIANCE,0.09,1.8
Maungakiekie,FALSE,2011,ALLIANCE,0.04,0.8
Mt Albert,FALSE,2011,ALLIANCE,0.06,1.2
Mt Roskill,FALSE,2011,ALLIANCE,0.03,0.6
Napier,FALSE,2011,ALLIANCE,0.1,2
Nelson,FALSE,2011,ALLIANCE,0.04,0.8
New Lynn,FALSE,2011,ALLIANCE,0.05,1
New Plymouth,FALSE,2011,ALLIANCE,0.03,0.6
North Shore,FALSE,2011,ALLIANCE,0.02,0.4
Northcote,FALSE,2011,ALLIANCE,0.03,0.6
Northland,FALSE,2011,ALLIANCE,0.03,0.6
Ohariu,FALSE,2011,ALLIANCE,0.03,0.6
Otaki,FALSE,2011,ALLIANCE,0.03,0.6
Pakuranga,FALSE,2011,ALLIANCE,0.06,1.2
Palmerston North,FALSE,2011,ALLIANCE,0.07,1.4
Papakura,FALSE,2011,ALLIANCE,0.03,0.6
Port Hills,FALSE,2011,ALLIANCE,0.07,1.4
Rangitata,FALSE,2011,ALLIANCE,0.07,1.4
Rangitikei,FALSE,2011,ALLIANCE,0.04,0.8
Rimutaka,FALSE,2011,ALLIANCE,0.06,1.2
Rodney,FALSE,2011,ALLIANCE,0.03,0.6
Rongotai,FALSE,2011,ALLIANCE,0.06,1.2
Rotorua,FALSE,2011,ALLIANCE,0.05,1
Selwyn,FALSE,2011,ALLIANCE,0.07,1.4
Tamaki,FALSE,2011,ALLIANCE,0.02,0.4
Taranaki-King Country,FALSE,2011,ALLIANCE,0.08,1.6
Taupo,FALSE,2011,ALLIANCE,0.04,0.8
Tauranga,FALSE,2011,ALLIANCE,0.02,0.4
Te Atatu,FALSE,2011,ALLIANCE,0.08,1.6
Tukituki,FALSE,2011,ALLIANCE,0.05,1
Waikato,FALSE,2011,ALLIANCE,0.04,0.8
Waimakariri,FALSE,2011,ALLIANCE,0.05,1
Wairarapa,FALSE,2011,ALLIANCE,0.04,0.8
Waitakere,FALSE,2011,ALLIANCE,0.03,0.6
Waitaki,FALSE,2011,ALLIANCE,0.06,1.2
Wellington Central,FALSE,2011,ALLIANCE,0.05,1
West Coast-Tasman,FALSE,2011,ALLIANCE,0.05,1
Whanganui,FALSE,2011,ALLIANCE,0.07,1.4
Whangarei,FALSE,2011,ALLIANCE,0.04,0.8
Wigram,FALSE,2011,ALLIANCE,0.49,9.8
